snt_name,snt_borough,theft_count
Queensbury,Brent,591
Queensbury,Brent,462
Queensbury,Brent,464
Queensbury,Brent,335
Queensbury,Brent,615
Queensbury,Brent,486
Queensbury,Brent,488
Queensbury,Brent,359
Queensbury,Brent,605
Queensbury,Brent,476
Queensbury,Brent,478
Queensbury,Brent,349
Queensbury,Brent,580
Queensbury,Brent,451
Queensbury,Brent,453
Queensbury,Brent,324
Queensbury,Brent,570
Queensbury,Brent,441
Queensbury,Brent,443
Queensbury,Brent,314
Stonebridge,Brent,779
Sudbury,Brent,207
Tokyngton,Brent,778
Welsh Harp,Brent,274
Wembley Central,Brent,701
Willesden Green,Brent,519
Bickley,Bromley,247
Biggin Hill,Bromley,174
Bromley Common and Keston,Bromley,267
Bromley Town,Bromley,1882
Chelsfield and Pratts Bottom,Bromley,158
Chislehurst,Bromley,384
Clock House,Bromley,304
Copers Cope,Bromley,461
Cray Valley East,Bromley,665
Cray Valley West,Bromley,324
Crystal Palace,Bromley,334
Darwin,Bromley,51
Farnborough and Crofton,Bromley,219
Hayes and Coney Hall,Bromley,262
Kelsey and Eden Park,Bromley,485
Mottingham and Chislehurst North,Bromley,318
Orpington,Bromley,537
Penge and Cator,Bromley,746
Petts Wood and Knoll,Bromley,258
Plaistow and Sundridge,Bromley,364
Shortlands,Bromley,109
West Wickham,Bromley,263
Belsize,Camden,338
Bloomsbury,Camden,5249
Camden Town with Primrose Hill,Camden,1853
Cantelowes,Camden,412
Fortune Green,Camden,269
Frognal and Fitzjohns,Camden,351
Gospel Oak,Camden,253
Hampstead Town,Camden,692
Haverstock,Camden,373
Highgate,Camden,420
Highgate,Camden,424
Highgate,Camden,380
Highgate,Camden,384
Highgate,Camden,399
Highgate,Camden,403
Highgate,Camden,359
Highgate,Camden,363
Highgate,Camden,426
Highgate,Camden,430
Highgate,Camden,386
Highgate,Camden,390
Highgate,Camden,405
Highgate,Camden,409
Highgate,Camden,365
Highgate,Camden,369
Highgate,Camden,419
Highgate,Camden,423
Highgate,Camden,379
Highgate,Camden,383
Highgate,Camden,398
Highgate,Camden,402
Highgate,Camden,358
Highgate,Camden,362
Highgate,Camden,425
Highgate,Camden,429
Highgate,Camden,385
Highgate,Camden,389
Highgate,Camden,404
Highgate,Camden,408
Highgate,Camden,364
Highgate,Camden,368
Holborn and Covent Garden,Camden,4459
Kentish Town,Camden,573
Kilburn,Camden,518
Kilburn,Camden,634
Kilburn,Camden,472
Kilburn,Camden,588
Kilburn,Camden,521
Kilburn,Camden,637
Kilburn,Camden,475
Kilburn,Camden,591
Kilburn,Camden,515
Kilburn,Camden,631
Kilburn,Camden,469
Kilburn,Camden,585
Kilburn,Camden,518
Kilburn,Camden,634
Kilburn,Camden,472
Kilburn,Camden,588
Kilburn,Camden,547
Kilburn,Camden,663
Kilburn,Camden,501
Kilburn,Camden,617
Kilburn,Camden,550
Kilburn,Camden,666
Kilburn,Camden,504
Kilburn,Camden,620
Kilburn,Camden,544
Kilburn,Camden,660
Kilburn,Camden,498
Kilburn,Camden,614
Kilburn,Camden,547
Kilburn,Camden,663
Kilburn,Camden,501
Kilburn,Camden,617
King's Cross,Camden,1301
Regent's Park,Camden,935
Regent's Park,Camden,932
Regent's Park,Camden,965
Regent's Park,Camden,962
Regent's Park,Camden,878
Regent's Park,Camden,875
Regent's Park,Camden,908
Regent's Park,Camden,905
Regent's Park,Camden,938
Regent's Park,Camden,935
Regent's Park,Camden,968
Regent's Park,Camden,965
Regent's Park,Camden,881
Regent's Park,Camden,878
Regent's Park,Camden,911
Regent's Park,Camden,908
Regent's Park,Camden,738
Regent's Park,Camden,735
Regent's Park,Camden,768
Regent's Park,Camden,765
Regent's Park,Camden,681
Regent's Park,Camden,678
Regent's Park,Camden,711
Regent's Park,Camden,708
Regent's Park,Camden,741
Regent's Park,Camden,738
Regent's Park,Camden,771
Regent's Park,Camden,768
Regent's Park,Camden,684
Regent's Park,Camden,681
Regent's Park,Camden,714
Regent's Park,Camden,711
St Pancras and Somers Town,Camden,1251
Swiss Cottage,Camden,467
West Hampstead,Camden,543
Addiscombe East,Croydon,258
Addiscombe West,Croydon,308
Bensham Manor,Croydon,366
Broad Green,Croydon,801
Coulsdon Town,Croydon,272
Crystal Palace and Upper Norwood,Croydon,387
Fairfield,Croydon,1789
Fairfield,Croydon,1242
Fairfield,Croydon,1764
Fairfield,Croydon,1217
Fairfield,Croydon,1788
Fairfield,Croydon,1241
Fairfield,Croydon,1763
Fairfield,Croydon,1216
Fairfield,Croydon,1777
Fairfield,Croydon,1230
Fairfield,Croydon,1752
Fairfield,Croydon,1205
Fairfield,Croydon,1776
Fairfield,Croydon,1229
Fairfield,Croydon,1751
Fairfield,Croydon,1204
Fairfield,Croydon,1579
Fairfield,Croydon,1032
Fairfield,Croydon,1554
Fairfield,Croydon,1007
Fairfield,Croydon,1578
Fairfield,Croydon,1031
Fairfield,Croydon,1553
Fairfield,Croydon,1006
Fairfield,Croydon,1567
Fairfield,Croydon,1020
Fairfield,Croydon,1542
Fairfield,Croydon,995
Fairfield,Croydon,1566
Fairfield,Croydon,1019
Fairfield,Croydon,1541
Fairfield,Croydon,994
Kenley,Croydon,103
New Addington North,Croydon,135
New Addington South,Croydon,215
Norbury Park,Croydon,211
Norbury and Pollards Hill,Croydon,256
Old Coulsdon,Croydon,84
Park Hill and Whitgift,Croydon,106
Purley Oaks and Riddlesdown,Croydon,162
Purley and Woodcote,Croydon,474
Sanderstead,Croydon,201
Selhurst,Croydon,340
Selsdon Vale and Forestdale,Croydon,156
Selsdon and Addington Village,Croydon,138
Shirley North,Croydon,323
Shirley South,Croydon,197
South Croydon,Croydon,359
South Norwood,Croydon,415
Thornton Heath,Croydon,528
Waddon,Croydon,636
West Thornton,Croydon,612
Woodside,Croydon,360
Woodside,Croydon,343
Woodside,Croydon,343
Woodside,Croydon,326
Woodside,Croydon,363
Woodside,Croydon,346
Woodside,Croydon,346
Woodside,Croydon,329
Woodside,Croydon,365
Woodside,Croydon,348
Woodside,Croydon,348
Woodside,Croydon,331
Woodside,Croydon,368
Woodside,Croydon,351
Woodside,Croydon,351
Woodside,Croydon,334
Woodside,Croydon,418
Woodside,Croydon,401
Woodside,Croydon,401
Woodside,Croydon,384
Woodside,Croydon,421
Woodside,Croydon,404
Woodside,Croydon,404
Woodside,Croydon,387
Woodside,Croydon,423
Woodside,Croydon,406
Woodside,Croydon,406
Woodside,Croydon,389
Woodside,Croydon,426
Woodside,Croydon,409
Woodside,Croydon,409
Woodside,Croydon,392
Acton Central,Ealing,582
Cleveland,Ealing,282
Dormers Wells,Ealing,194
Ealing Broadway,Ealing,1193
Ealing Common,Ealing,501
East Acton,Ealing,1196
Elthorne,Ealing,508
Greenford Broadway,Ealing,415
Greenford Green,Ealing,390
Hanger Hill,Ealing,536
Hobbayne,Ealing,199
Lady Margaret,Ealing,133
North Greenford,Ealing,225
Northfield,Ealing,265
Northolt Mandeville,Ealing,342
Northolt West End,Ealing,596
Norwood Green,Ealing,331
Perivale,Ealing,448
South Acton,Ealing,593
Southall Broadway,Ealing,582
Southall Green,Ealing,320
Southfield,Ealing,421
Walpole,Ealing,471
Bowes,Enfield,290
Bush Hill Park,Enfield,300
Chase,Enfield,373
Cockfosters,Enfield,417
Edmonton Green,Enfield,823
Enfield Highway,Enfield,513
Enfield Lock,Enfield,399
Grange,Enfield,646
Haselbury,Enfield,306
Highlands,Enfield,234
Jubilee,Enfield,329
Lower Edmonton,Enfield,279
Palmers Green,Enfield,625
Ponders End,Enfield,556
Southbury,Enfield,705
Southgate,Enfield,521
Southgate Green,Enfield,416
Town,Enfield,464
Town,Enfield,520
Town,Enfield,461
Town,Enfield,517
Town,Enfield,549
Town,Enfield,605
Town,Enfield,546
Town,Enfield,602
Town,Enfield,470
Town,Enfield,526
Town,Enfield,467
Town,Enfield,523
Town,Enfield,555
Town,Enfield,611
Town,Enfield,552
Town,Enfield,608
Town,Enfield,469
Town,Enfield,525
Town,Enfield,466
Town,Enfield,522
Town,Enfield,554
Town,Enfield,610
Town,Enfield,551
Town,Enfield,607
Town,Enfield,475
Town,Enfield,531
Town,Enfield,472
Town,Enfield,528
Town,Enfield,560
Town,Enfield,616
Town,Enfield,557
Town,Enfield,613
Turkey Street,Enfield,348
Upper Edmonton,Enfield,1404
Winchmore Hill,Enfield,370
Abbey Wood,Greenwich,500
Blackheath Westcombe,Greenwich,451
Charlton,Greenwich,371
Coldharbour and New Eltham,Greenwich,266
Eltham North,Greenwich,422
Eltham South,Greenwich,507
Eltham West,Greenwich,236
Glyndon,Greenwich,314
Greenwich Park,Greenwich,16
Greenwich West,Greenwich,912
Kidbrooke with Hornfair,Greenwich,353
Middle Park and Sutcliffe,Greenwich,331
Peninsula,Greenwich,1719
Plumstead,Greenwich,401
Shooters Hill,Greenwich,234
Thamesmead Moorings,Greenwich,658
Woolwich Common,Greenwich,626
Woolwich Riverside,Greenwich,1101
Brownswood,Hackney,318
Cazenove,Hackney,287
Clissold,Hackney,422
Dalston,Hackney,1175
De Beauvoir,Hackney,418
Hackney Central,Hackney,835
Hackney Downs,Hackney,333
Hackney Wick,Hackney,400
Haggerston,Hackney,724
Homerton,Hackney,644
Hoxton East and Shoreditch,Hackney,2897
Hoxton West,Hackney,1138
King's Park,Hackney,320
Lea Bridge,Hackney,511
Lea Bridge,Hackney,464
Lea Bridge,Hackney,554
Lea Bridge,Hackney,507
Lea Bridge,Hackney,494
Lea Bridge,Hackney,447
Lea Bridge,Hackney,537
Lea Bridge,Hackney,490
Lea Bridge,Hackney,506
Lea Bridge,Hackney,459
Lea Bridge,Hackney,549
Lea Bridge,Hackney,502
Lea Bridge,Hackney,489
Lea Bridge,Hackney,442
Lea Bridge,Hackney,532
Lea Bridge,Hackney,485
Lea Bridge,Hackney,519
Lea Bridge,Hackney,472
Lea Bridge,Hackney,562
Lea Bridge,Hackney,515
Lea Bridge,Hackney,502
Lea Bridge,Hackney,455
Lea Bridge,Hackney,545
Lea Bridge,Hackney,498
Lea Bridge,Hackney,514
Lea Bridge,Hackney,467
Lea Bridge,Hackney,557
Lea Bridge,Hackney,510
Lea Bridge,Hackney,497
Lea Bridge,Hackney,450
Lea Bridge,Hackney,540
Lea Bridge,Hackney,493
London Fields,Hackney,966
Shacklewell,Hackney,312
Springfield,Hackney,515
Stamford Hill West,Hackney,239
Stoke Newington,Hackney,473
Victoria,Hackney,420
Woodberry Down,Hackney,321
Addison,Hammersmith and Fulham,603
Askew,Hammersmith and Fulham,338
Avonmore and Brook Green,Hammersmith and Fulham,524
College Park and Old Oak,Hammersmith and Fulham,443
Fulham Broadway,Hammersmith and Fulham,485
Fulham Reach,Hammersmith and Fulham,444
Hammersmith Broadway,Hammersmith and Fulham,1401
Munster,Hammersmith and Fulham,301
North End,Hammersmith and Fulham,370
Palace Riverside,Hammersmith and Fulham,241
Parsons Green and Walham,Hammersmith and Fulham,700
Ravenscourt Park,Hammersmith and Fulham,565
Sands End,Hammersmith and Fulham,355
Shepherd's Bush Green,Hammersmith and Fulham,1862
Town,Hammersmith and Fulham,493
Town,Hammersmith and Fulham,549
Town,Hammersmith and Fulham,490
Town,Hammersmith and Fulham,546
Town,Hammersmith and Fulham,578
Town,Hammersmith and Fulham,634
Town,Hammersmith and Fulham,575
Town,Hammersmith and Fulham,631
Town,Hammersmith and Fulham,499
Town,Hammersmith and Fulham,555
Town,Hammersmith and Fulham,496
Town,Hammersmith and Fulham,552
Town,Hammersmith and Fulham,584
Town,Hammersmith and Fulham,640
Town,Hammersmith and Fulham,581
Town,Hammersmith and Fulham,637
Town,Hammersmith and Fulham,498
Town,Hammersmith and Fulham,554
Town,Hammersmith and Fulham,495
Town,Hammersmith and Fulham,551
Town,Hammersmith and Fulham,583
Town,Hammersmith and Fulham,639
Town,Hammersmith and Fulham,580
Town,Hammersmith and Fulham,636
Town,Hammersmith and Fulham,504
Town,Hammersmith and Fulham,560
Town,Hammersmith and Fulham,501
Town,Hammersmith and Fulham,557
Town,Hammersmith and Fulham,589
Town,Hammersmith and Fulham,645
Town,Hammersmith and Fulham,586
Town,Hammersmith and Fulham,642
Wormholt and White City,Hammersmith and Fulham,275
Alexandra,Haringey,291
Alexandra,Haringey,324
Alexandra,Haringey,228
Alexandra,Haringey,261
Alexandra,Haringey,290
Alexandra,Haringey,323
Alexandra,Haringey,227
Alexandra,Haringey,260
Alexandra,Haringey,245
Alexandra,Haringey,278
Alexandra,Haringey,182
Alexandra,Haringey,215
Alexandra,Haringey,244
Alexandra,Haringey,277
Alexandra,Haringey,181
Alexandra,Haringey,214
Alexandra,Haringey,249
Alexandra,Haringey,282
Alexandra,Haringey,186
Alexandra,Haringey,219
Alexandra,Haringey,248
Alexandra,Haringey,281
Alexandra,Haringey,185
Alexandra,Haringey,218
Alexandra,Haringey,203
Alexandra,Haringey,236
Alexandra,Haringey,140
Alexandra,Haringey,173
Alexandra,Haringey,202
Alexandra,Haringey,235
Alexandra,Haringey,139
Alexandra,Haringey,172
Bounds Green,Haringey,481
Bruce Grove,Haringey,478
Crouch End,Haringey,537
Fortis Green,Haringey,326
Harringay,Haringey,594
Highgate,Haringey,405
Highgate,Haringey,409
Highgate,Haringey,365
Highgate,Haringey,369
Highgate,Haringey,384
Highgate,Haringey,388
Highgate,Haringey,344
Highgate,Haringey,348
Highgate,Haringey,411
Highgate,Haringey,415
Highgate,Haringey,371
Highgate,Haringey,375
Highgate,Haringey,390
Highgate,Haringey,394
Highgate,Haringey,350
Highgate,Haringey,354
Highgate,Haringey,404
Highgate,Haringey,408
Highgate,Haringey,364
Highgate,Haringey,368
Highgate,Haringey,383
Highgate,Haringey,387
Highgate,Haringey,343
Highgate,Haringey,347
Highgate,Haringey,410
Highgate,Haringey,414
Highgate,Haringey,370
Highgate,Haringey,374
Highgate,Haringey,389
Highgate,Haringey,393
Highgate,Haringey,349
Highgate,Haringey,353
Hornsey,Haringey,463
Muswell Hill,Haringey,470
Noel Park,Haringey,1987
Northumberland Park,Haringey,838
Seven Sisters,Haringey,606
St Ann's,Haringey,460
Stroud Green,Haringey,334
Tottenham Green,Haringey,1224
Tottenham Hale,Haringey,877
West Green,Haringey,455
White Hart Lane,Haringey,569
Woodside,Haringey,391
Woodside,Haringey,374
Woodside,Haringey,374
Woodside,Haringey,357
Woodside,Haringey,394
Woodside,Haringey,377
Woodside,Haringey,377
Woodside,Haringey,360
Woodside,Haringey,396
Woodside,Haringey,379
Woodside,Haringey,379
Woodside,Haringey,362
Woodside,Haringey,399
Woodside,Haringey,382
Woodside,Haringey,382
Woodside,Haringey,365
Woodside,Haringey,449
Woodside,Haringey,432
Woodside,Haringey,432
Woodside,Haringey,415
Woodside,Haringey,452
Woodside,Haringey,435
Woodside,Haringey,435
Woodside,Haringey,418
Woodside,Haringey,454
Woodside,Haringey,437
Woodside,Haringey,437
Woodside,Haringey,420
Woodside,Haringey,457
Woodside,Haringey,440
Woodside,Haringey,440
Woodside,Haringey,423
Belmont,Harrow,251
Belmont,Harrow,245
Belmont,Harrow,257
Belmont,Harrow,251
Belmont,Harrow,248
Belmont,Harrow,242
Belmont,Harrow,254
Belmont,Harrow,248
Belmont,Harrow,244
Belmont,Harrow,238
Belmont,Harrow,250
Belmont,Harrow,244
Belmont,Harrow,241
Belmont,Harrow,235
Belmont,Harrow,247
Belmont,Harrow,241
Belmont,Harrow,249
Belmont,Harrow,243
Belmont,Harrow,255
Belmont,Harrow,249
Belmont,Harrow,246
Belmont,Harrow,240
Belmont,Harrow,252
Belmont,Harrow,246
Belmont,Harrow,242
Belmont,Harrow,236
Belmont,Harrow,248
Belmont,Harrow,242
Belmont,Harrow,239
Belmont,Harrow,233
Belmont,Harrow,245
Belmont,Harrow,239
Canons,Harrow,248
Edgware,Harrow,502
Edgware,Harrow,438
Edgware,Harrow,455
Edgware,Harrow,391
Edgware,Harrow,491
Edgware,Harrow,427
Edgware,Harrow,444
Edgware,Harrow,380
Edgware,Harrow,478
Edgware,Harrow,414
Edgware,Harrow,431
Edgware,Harrow,367
Edgware,Harrow,467
Edgware,Harrow,403
Edgware,Harrow,420
Edgware,Harrow,356
Edgware,Harrow,421
Edgware,Harrow,357
Edgware,Harrow,374
Edgware,Harrow,310
Edgware,Harrow,410
Edgware,Harrow,346
Edgware,Harrow,363
Edgware,Harrow,299
Edgware,Harrow,397
Edgware,Harrow,333
Edgware,Harrow,350
Edgware,Harrow,286
Edgware,Harrow,386
Edgware,Harrow,322
Edgware,Harrow,339
Edgware,Harrow,275
Greenhill,Harrow,556
Harrow Town Centre,Harrow,911
Harrow Weald,Harrow,212
Harrow on the Hill,Harrow,244
Hatch End,Harrow,192
Headstone North,Harrow,191
Headstone South,Harrow,244
Kenton East,Harrow,115
Kenton West,Harrow,193
Marlborough,Harrow,271
Pinner,Harrow,295
Pinner South,Harrow,96
Queensbury,Harrow,483
Queensbury,Harrow,354
Queensbury,Harrow,356
Queensbury,Harrow,227
Queensbury,Harrow,473
Queensbury,Harrow,344
Queensbury,Harrow,346
Queensbury,Harrow,217
Queensbury,Harrow,448
Queensbury,Harrow,319
Queensbury,Harrow,321
Queensbury,Harrow,192
Queensbury,Harrow,438
Queensbury,Harrow,309
Queensbury,Harrow,311
Queensbury,Harrow,182
Queensbury,Harrow,462
Queensbury,Harrow,333
Queensbury,Harrow,335
Queensbury,Harrow,206
Queensbury,Harrow,452
Queensbury,Harrow,323
Queensbury,Harrow,325
Queensbury,Harrow,196
Queensbury,Harrow,427
Queensbury,Harrow,298
Queensbury,Harrow,300
Queensbury,Harrow,171
Queensbury,Harrow,417
Queensbury,Harrow,288
Queensbury,Harrow,290
Queensbury,Harrow,161
Rayners Lane,Harrow,171
Roxbourne,Harrow,257
Roxeth,Harrow,233
Stanmore Park,Harrow,222
Wealdstone,Harrow,315
West Harrow,Harrow,163
Brooklands,Havering,369
Cranham,Havering,77
Elm Park,Havering,164
Emerson Park,Havering,164
Gooshays,Havering,450
Hacton,Havering,123
Harold Wood,Havering,314
Havering Park,Havering,225
Heaton,Havering,308
Hylands,Havering,411
Mawneys,Havering,338
Pettits,Havering,260
Rainham and Wennington,Havering,382
Romford Town,Havering,1629
South Hornchurch,Havering,286
Squirrel's Heath,Havering,226
St Andrew's,Havering,369
Upminster,Havering,363
Barnhill,Hillingdon,441
Barnhill,Hillingdon,391
Barnhill,Hillingdon,450
Barnhill,Hillingdon,400
Barnhill,Hillingdon,436
Barnhill,Hillingdon,386
Barnhill,Hillingdon,445
Barnhill,Hillingdon,395
Barnhill,Hillingdon,420
Barnhill,Hillingdon,370
Barnhill,Hillingdon,429
Barnhill,Hillingdon,379
Barnhill,Hillingdon,415
Barnhill,Hillingdon,365
Barnhill,Hillingdon,424
Barnhill,Hillingdon,374
Barnhill,Hillingdon,430
Barnhill,Hillingdon,380
Barnhill,Hillingdon,439
Barnhill,Hillingdon,389
Barnhill,Hillingdon,425
Barnhill,Hillingdon,375
Barnhill,Hillingdon,434
Barnhill,Hillingdon,384
Barnhill,Hillingdon,409
Barnhill,Hillingdon,359
Barnhill,Hillingdon,418
Barnhill,Hillingdon,368
Barnhill,Hillingdon,404
Barnhill,Hillingdon,354
Barnhill,Hillingdon,413
Barnhill,Hillingdon,363
Botwell,Hillingdon,261
Brunel,Hillingdon,471
Cavendish,Hillingdon,118
Charville,Hillingdon,182
Eastcote and East Ruislip,Hillingdon,284
Harefield,Hillingdon,148
Hayes Town Centre,Hillingdon,713
Heathrow Villages,Hillingdon,697
Hillingdon East,Hillingdon,220
Ickenham,Hillingdon,184
Manor,Hillingdon,179
Northwood,Hillingdon,245
Northwood Hills,Hillingdon,244
Pinkwell,Hillingdon,458
South Ruislip,Hillingdon,459
Townfield,Hillingdon,605
Uxbridge North,Hillingdon,289
Uxbridge South,Hillingdon,307
Uxbridge Town Centre,Hillingdon,939
West Drayton,Hillingdon,403
West Ruislip,Hillingdon,379
Yeading,Hillingdon,573
Yiewsley,Hillingdon,553
Bedfont,Hounslow,373
Brentford,Hounslow,501
Chiswick Homefields,Hounslow,579
Chiswick Riverside,Hounslow,289
Cranford,Hounslow,321
Feltham North,Hounslow,341
Feltham West,Hounslow,371
Hanworth,Hounslow,266
Hanworth Park,Hounslow,296
Heston Central,Hounslow,342
Heston East,Hounslow,462
Heston West,Hounslow,597
Hounslow Central,Hounslow,329
Hounslow Heath,Hounslow,408
Hounslow South,Hounslow,167
Hounslow Town Centre,Hounslow,1111
Hounslow West,Hounslow,398
Isleworth,Hounslow,314
Osterley and Spring Grove,Hounslow,487
Syon,Hounslow,420
Turnham Green,Hounslow,728
Angel Town Centre,Islington,1674
Barnsbury,Islington,392
Bunhill,Islington,1749
Caledonian,Islington,1086
Canonbury,Islington,441
Clerkenwell,Islington,1033
Finsbury Park,Islington,1236
Highbury East,Islington,608
Highbury West,Islington,716
Hillrise,Islington,289
Holloway,Islington,461
Junction,Islington,677
Mildmay,Islington,552
St George's,Islington,416
St George's,Islington,424
St George's,Islington,362
St George's,Islington,370
St George's,Islington,398
